,TB-000005-D1WPLL,TB-000018-D1WBLL,TB-000023-D1WBLL,TB-000025-D1WBLL,TB-000038-D1WBLL,TB-000042-D1BBLL,TB-000048-D1BBLL,TB-000048-D1WBLL,TB-000054-D1WBLL,TB-000071-D1WPLL,TB-000115-D1WPLL,TB-000174-D1WPLL,TB-000177-D1WBLL,TB-000191-D1WBLL,TB-000192-D1WBLL,TB-000195-D1WBLL,TB-000203-D1WBLL
RPH3A,24.6732000301015,17.1004890794587,37.847007425416,18.7263014779062,22.4140547642053,22.5236836714678,21.2250836737344,22.5539434667638,11.8967628804325,47.6822964249377,67.6202307171245,50.1531815039011,50.8609518793548,52.2174460136494,61.2841339692791,72.7810466495559,50.9228238899573
CEP164,6,14.0343746875156,4,8.01369864220375,2,10,5,3,3,1744.59497043274,1414.57207172714,1208.90326041382,2050.23210795208,2650.56758309739,2270.75908033669,1217.68222064642,1774.70256387838
DENND3,263.969162026721,88.9223999445668,113.658366763115,118.694468307095,93.2463517752787,87.2234324623201,132.714635141071,112.573130295624,126.049785864517,40310.0947995058,5644.21798964671,18412.7905172023,15416.9615438272,13803.3977005481,8711.60755281218,8700.43838576912,4882.23538855848
ARHGEF15,2.06712406246332,0,0,10.0928426392041,1.02261045292415,17.6768735005834,7.01554267179142,5.02171343123959,3.00659313967281,6.12061144644141,0,0,3.00104990892004,0,1,3.00054870507522,6.00065094311497
ALDOB,34.3070442918598,31.7458289426131,43.068391243661,15.0099034359611,22,20,31.3652368574608,20.7194850973656,17.6156816316986,38,38,33,18.734674233054,22,16.1654071010318,35,19
FOXG1,0,0,7,0,2,0,2.0689020771384,0,3.14438991128,4.02342475664944,18,14.0074872193219,10.0421830902395,8,16.4941525391009,13,14
CARD8,53.280134390059,57.6581811611494,68.3195740997949,42.789605184667,46.9233908201523,66.9030961158352,59.1064361683178,52.7924933379528,49.4249537952571,11981.0523170143,3922.32250000976,5839.27006233113,12851.9245302752,9803.71292335715,12872.0716529555,5934.20534301535,10935.3276000945
ARSG,188.697520644651,135.059240583647,155.757322659608,155.944270573634,165.841914451712,126.282505330754,144.689985739866,120.032188078783,223.259359011845,142.172698534157,191.436135527674,135.932023517345,254.803043996926,188.185593242452,334.143835974842,466.55314087134,349.434167694008
RUFY3,53.426065431027,51.0455035188257,53.9952088195378,54.2112477848658,46.2067426731735,49.4598390375058,54.9475456457966,84.8578765586726,32.9822092410793,18401.9706827873,3664.78771850002,7855.49702954993,7627.76668888329,4731.44645588385,4751.46846287541,6741.50375999945,4488.39743400545
BTBD3,2,0,12,7,0,5,3,2,9,2618,1238,1580,1991,7052,5578,8552,5316
SBNO2,35.411739279185,53.0136687817543,37.5334020507468,46.8289484071199,24.1174729887754,16.581834479711,70.2761566325829,38.5300343342573,36.1230530830363,1512.08802720959,4058.8531712843,3519.8741526266,2137.68382586247,3167.13026952749,3009.42026565156,2836.61734737733,2448.17602959257
EPN2,42.6394754998553,85.9172377464156,117.742000258362,87.7584206044845,112.400611425449,58.9997284382893,106.882070867955,101.17904335054,73.1896752878375,135.247063152412,208.602362383552,147.737388132228,228.317560474616,154.100046735478,1648.73653216811,1558.04894949352,1729.31157578338
TRAK1,4.65799685399119,18.5479932543045,16.2338550608467,7.51623073083449,28,8.79501417234158,4.89617062887085,6.01380548619642,9.00385719897825,8189.99999949907,5279.07088965588,7489.25425374758,8135,13357.4532204478,7290,6757,5514.20642825382
DHX30,116.15630251924,146.599982744569,262.123130349324,175.588310510547,103.397871868344,126.128876996538,230.886168647236,194.827787148105,146.000561133318,4685.78498781424,4858.55342554943,5396.41882603028,5986.58682937393,7687.50040262839,6208.12871752266,4118.73050573245,6379.30554533529
SACM1L,4.16558297973316,3,31.0867059948583,7.00277249757401,3.00139218990223,8.10257355780076,5.00636820324379,5.01789082813202,0,4437.36217411658,3257.49352151259,3095.02038683151,3828.57076377303,3792.05577092658,3836.65975736485,2773.25245552418,3054
FAN1,935.865419507403,1167.56570417875,1102.93957887418,666.518736475804,822.043992033445,2085.89585571028,891.606809696483,833.576553008741,706.06375681147,6201.91055918445,3646.90736046813,3716.46629483134,3883.88244967408,6068.18439442348,5881.48533972823,3448.97952722612,4628.04392362897
WDR47,10.2925411845871,11.3631318653262,8.98247176006004,3,9.62683303944727,11.0317230303314,4.23217936912052,8.17107203257737,1.16327343700497,524.352543964312,661.382826883315,285.013160580507,582.341400701336,886.450247144628,639.449776022557,334.056889798875,556.702801849676
RALY,52,63,75.4025567117419,53,68.1474168482105,63,46.1266813175792,41.4835701645915,43,8614,8585,10691,6045,14135,10497,6799,10604
MMRN1,9,0,3,2,0,2,0,2,1,956,282,190,773,27,439,129,398
NCBP2,193.474674011253,273,223.61126961486,201.147121998364,201.361300970895,390.439345884113,343.687933516331,283.192120329615,132.180485774982,4054.94030161972,2368,3104.04667559889,4280.00782446908,5947.80039485745,3840.54933885051,5027.8127526792,2648.07372254137
ZP1,3.27479181988204,1.71861699960313,22,25.9272454945576,25,4,17.9806303206787,9.15403489469286,6.42734726652757,2,0,8.73288963165307,1.58797415940797,0,4,0,0
CD93,19.4507426792561,19.6459700082783,40.9956240217179,17.3268999860499,23.7499410363524,14.6915189358203,47.2842063164452,43.3983489566226,15.2535973992421,378.863500430777,1708.8098135182,1161.01345105351,3853.07571153515,2857.36676893199,3582.07968591276,544.741533225941,3233.91251280817
MAPRE1,11,52,205,88,140,72,95,105,98,15243,11876,11101,9261.99100569145,20351,20485,14303,22263
KIFAP3,0,1,1,0,0,0,1,1,0,1447,974,886,1486,1283,1232,1281,1328
MSRB2,8.25214993749127,15.4924588493895,24,34.5979135324256,20.1268724291705,6.351942186732,22.8827594195678,30.1842868303445,8,429.905120473641,370.472592532585,340.56758157503,518.10808719381,793.284398258813,771.778916380803,396.705280390825,761.773002755527
MAPRE3,23,15,27,16,26,17,14,22,6,3,19,8,12,40,32,33,29
PLA2R1,25.7559297729486,33.8364371330531,54.1433859200349,43.1503906047622,41.8765145462625,47.3078510538811,46.4738390460829,39.7298945109801,32.7513556206867,66.928195126592,32.5456691285946,41.1273217724554,85.3535988547001,36.2564899048251,84.3404388814693,65.0768930251195,53.266871309218
ATF6,5.07330138387805,0,4.09006220070493,5.13695231871855,1.04164223269156,0,1.01917680312918,6.28480242840463,3.05593906526523,6629.74224989255,4176.51182524781,3534.87049082881,4877.63765284192,5982.51708327741,8269.99458541221,6466.41309575685,6971.23344399135
HABP4,3,1.04697680446561,6,12,12,4,4,1,4,98,168.221962400864,98,91,199,383,564,419
SEPHS2,5,6,2,4,2,4,0,2,0,1490,1114,1322,2230,1927,1743,1230,1215
SEPHS1,20,23,14,21,37,2,39,25,10,2228,1665,2499,3466.99548130638,5628.99667788288,10900.9975685417,2873.98640057276,7033
RAB3GAP1,40.6597145252942,41.3111135576412,70.4630075052967,48.9771666846316,77.3257352744164,38.7376281126559,58.7347213830558,57.5375703510575,42.7433683189439,4193.50959201126,4057.74376898532,3440.09699441065,5465.55376580759,5966.34286518459,6915.87012402175,5246.46958814649,6357.24078980301
RAB18,3,2,0,2,2,0.887659402161522,0.77342199999141,4,0,7879.37130274474,5567.62272518725,4529.96054528297,3071.97684474185,7382.43575204816,7228.56622199573,10493.6151751532,10938.1797486514
POMZP3,126.66394008055,38.6560726113086,205.120761198094,176.33573644771,161.879925211626,36.6571411502942,91.5437659051636,97.4009017624474,98.0510329497728,383.449628993412,243.283556783049,238.084951528789,208.147476115388,388.866442470167,381.523948980598,489.85724118166,766.406592566755
SIRT2,99.3598796526178,94.896249307656,141.536107680555,125.229926187287,113.630599129128,85.2666970258548,98.6320413065118,114.98806535772,90.3452958347828,3908.42580772642,2397.17126626539,3073.842290052,2970.93423560872,5531.96001146192,5290.55446270533,2330.19600126339,4082.08774372724
RPIA,2,0,0,2,0,0,0,0,0,1516,1617,1349,1757,1708,2078,1125,1982
ELL2,6.17922854243698,0,5,4,4,1,1,3,0,2873.00828414019,7895.22325529207,1438.76386994839,1284.10500918146,1917.15614711559,2401.42674713309,6236.51028674912,8851.61545195457
SCAP,130.269927084812,129.294013142088,304.622080312096,225.374892532896,174.652256581657,136.958206466541,228.632347962371,216.923168275155,130.755712850302,3497.28710348386,2702.7007319724,3321.40827553118,4824.01386485845,6761.86098492476,4370.324271785,2183.63875647199,3290.12769805983
SNW1,42,39,40,53,65,31,53,32,47,5547.99937093241,3788,3700,5340,6966,5041,7479.99953637119,8070
FOXF1,0,1,0,0,0,0,0,0,0,0,18,0,3,0,14,0,17
SHANK2,43,39.7186536899878,7.13757126837782,11.5683966629636,28.5142480535413,22,24.2425125418094,19.6755940180021,15.046462060012,3,14,5,20,9.89164050920821,10.4354792714502,15.5888672520835,11
DKK1,1,0,0,0,0,0,0,0,0,6,11,6,6,0,14,17,2
KIN,54.5129359097702,43.7800553767146,40.8755109134775,52.8353675996508,50.3272059074593,39.0371730036857,51.3511160210334,70.712133546547,48.7862900132893,1945.04048746211,1908.26551343434,1627.07229395125,1718.72651673767,2465.68173413478,3008.1427541555,2688.33246859267,2039.68013817107
CCT5,3,7.06887210501773,6,3,1,0,2,2,12,6392,3763,6727,15410.9997261071,7510,13678,2961.99724241994,5198
PTGR1,38.329255266768,39.5630016964616,57.8496895009042,46.3446992648834,32.5613540512761,41.0079582680273,57.1390560899266,52.8163226828165,41.058479517971,221.734084607958,228.712455329338,526.744019828198,151.430026269854,474.689776128192,230.225849201158,131.447091498974,342.280880678018
AL135787.1,38.329255266768,39.5630016964616,57.8496895009042,46.3446992648834,32.5613540512761,41.0079582680273,57.1390560899266,52.8163226828165,41.058479517971,221.734084607958,228.712455329338,526.744019828198,151.430026269854,474.689776128192,230.225849201158,131.447091498974,342.280880678018
FOXF2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,1,0
SLC4A1AP,187.99865747889,173.748853104046,211.450337070241,212.908827291633,211.261863887102,188.829291230439,213.627153444508,198.988149516235,133.600161045069,2199.27637425776,1318.32630208606,1416.61504801675,2756.52828170159,2161.89173859298,2267.05046527286,1582.1848830816,1761.162118905
CYP2G1P,24.650571598577,10.411871264939,21.2436490231474,16.3929659670738,9.48570547035163,6.44902109025166,19.4361672456201,22.1553223700876,10.9356889421793,102.282948959864,34.231755484182,33.1030390547837,48.5093624090978,36.0018755759116,52.702773559588,61.9275017847825,25.1785105910934
P2RX2,90,86,114,79,134,35,110,114,67,0,0,0,0,0,0,0,0
TRIM32,0,1,0,0,0,0,5.99828713747316,2.99912084691891,0,113.528458552766,961.37276717906,130.469571524138,547.969472235749,137.878130936753,299.375667431519,935.09660134705,366.864075501652
SCMH1,250,110,241,137,139,124,458,412,172,9934,5389,9643,9250,12435,6028,5129,11218
FOXC1,4,4,2,1,15,2,5,1,1,0,2,15,3,10,12,14,13
FOXD1,0,0,0,0,1,0,0,0,0,0,0,0,1,11,70,9,35
TPX2,4.1739876476135,13,20.0308823039603,19,13,7.23287467873587,7.02667140738944,16.2609141232098,8,2027.29023195996,1374.46188437273,3994.90110034439,7712.33435253327,4864.16771558586,6233.533645835,1607.24629776289,2880.10619536293
PAXIP1,71.9625818616993,61.3143657163236,88.6415034259905,62.465411914916,73.0677973652772,56.4070867011203,78.571337061345,74.5845744550967,41.0230323215285,1923.20849719464,2044.12597798883,1679.23569870585,3277.82005714767,2433.48533739922,2843.95630869849,1563.92840288551,2075.9617151832
AKR7A3,2,3,1,1.33246621005408,1,10,0,4.32637681856351,1,19.7392413831583,8.6654326973482,14.7137424345714,14.7300506275547,12.1562498700411,15.7458278829243,13,20.0214809453811
NT5C2,112.47283988884,61.1942274362698,103.772904353633,92.2458356357635,90.1348326049859,78.3562272784986,82.150961076815,94.7135039686218,52.6958549993289,14699.0573209248,7142.03643671891,10263.4496027961,14874.7870867937,13030.2952551949,18717.5986732752,8827.16163015116,15307.8528249511
EFR3B,134.20001209613,216.14794459181,426.490829584112,329.079283669683,414.91215316719,76.2616214908053,417.713765050459,370.073838115689,171.965335373078,148.648214928467,131.388937334432,192.731265218367,80.3656309161983,80.7122961572418,602.012233937074,71.0120880272509,78.7488803981107
TCF25,70.3740434198423,71.8161564225814,130.45160918955,113.54675701773,54.9813009393518,63.1420809587089,100.530703899458,92.4610478269031,44.14428662157,5905.514416311,4531.12452488379,5145.44811911438,4961.48352270294,6309.08702076945,7000.98311562475,3465.38441968585,5337.46396762494
NINL,3,5,11,5,7,9,8,9,7,975,45,46,27,953,2743,1272,3934
DIP2C,14.7434825375457,27.7185181530308,55.0676900942873,22.2813178384244,25,8.02675563391063,27.267725232033,20.3752710809551,26.2339394901314,2078.41814142038,434.021971812409,3790.8783246572,4176.56072932448,876.001361012366,2976.92123858577,1873.05788758858,1941.14395284862
MAST1,39.8119115650686,39.7188264227733,89.7120425954674,76.1836040592945,60.673424469186,30.3717452631675,46.5385645332977,37.6397790011634,18.9335294403066,9.72297058267972,26.8584425945424,13.3484339986416,37.1746368326171,18.2829910701236,48.8834226254709,21.3998908829001,42.0912251605582
PDCD11,75.0001521555547,27.1168405305972,89,43,36,47,47.2721404177782,47,29,5800.54998591325,2717.9941742379,4348.33650288874,7010,4982.52677964158,7649.56202693985,2762.59567489358,3561
ACIN1,194,178,179,253,226.352844854227,117.924401209553,137.762910385292,148.839462505994,212.732430181265,12520.1296036896,10686.375938866,9154.88100263055,10749.0721370837,10422.6352539248,13820.9463703008,9077.51196222525,11211.2882349966
SORCS3,0.000261379901953233,0,0,0,0,0,0,0,0,7.15146405308639e-05,1.00390347870702e-05,9.33854657587026e-07,0,0,3.47866055623635e-05,0.000108946542079233,1.8749515517167e-05
SV2C,36.5098192857578,19.8879442286413,29.3322655732131,24.9104365426527,32.1239833640083,18.6587896510959,33.1041473139969,19.5127608193389,10.7157925802605,1734.93509563881,25.3544996718004,1578.65815049321,26.4496452024627,1624.54204469432,26.3086646606473,26.9481149201293,9.114347653267
MYH15,0,0,0,0,1,0,0,0,0,3,0,1.80772620458538,2.25296789440444,2.73202967357945,0,9.39826511944134,0
FOXI1,0,1,0,0,0,0,0,0,0,2,9,1,37,2,25,14,7
PCNX1,84.8489949856611,136.031863577962,162.432401155719,131.966309791202,152.371144365908,161.233078660654,168.70556790626,147.754618990849,108.431984350154,14057.5047369736,10033.1984388016,8221.85579249887,13236.4898892708,18141.4268973872,17031.6953447093,15624.9178535345,11985.2641497797
KDM2A,28.9694204310594,62.279195654715,52.8182935913046,43.6475098794309,67.4957601790559,56.725685356364,62.8142086422577,49.552034628409,29.343861322939,20061.0078935057,11154.9297214812,16168.446408819,13356.4281213079,13632.2020648641,18866.329464376,17920.7758241583,23818.5382113093
HMGXB3,15,3,12,7,3,1,2,9,23,4969,3077,4602,4788,4234,5157,2334,3235
CEP131,1,6,3,5,5,3,2,2,15,1138,524,1072,685,1199,1656,386,1384
CEP152,282.793660702015,139.226822425053,217.541617824651,196.882885422184,298.563314264753,450.189678854238,316.225946304387,253.592406898255,132.291467719717,2794.09257660258,1846.26973228599,2572.35629474182,5073.24982965031,2933.95997500654,2686.90770676735,1683.10256000869,1416.98093206792
TTC39A,50.7402168461079,97.4281870289058,85.7007413863786,41.351944378815,62.6239157802838,148.967996800526,45.9861765494638,53.124599227076,38.5781764144681,49.4853660933845,63.4828968435445,23.0295426958024,51.3070235370543,14.0163524307723,39.864926045504,47.5125969442748,38.384883673144
IGSF9B,1,0,0,6,0,1,2,4,1,25,71,28,51,26,104,272,64
LIMCH1,1,0,0,0,0,0,1,1,0,61,55,46,200,36,45,580,69
RIMS1,11.9628317573282,12.7053864405594,25.6231857937184,17.7544612332464,17.8244329339147,12.839389104767,14.7587262217934,13.6421325742641,13.1606476030327,7.04387850413252,1,11.011368191093,17.2692466499857,2.04782708104801,3.12344918417141,5.14397274708801,6.08070090093122
ABCF1,57.3758911999296,50.4732448683089,65.4067848546383,71.0064246602745,100.268690492219,53.8061135675229,73.0367905158274,65.8790251809423,56.69559603815,4841.59753473995,5457.02539246213,4708.65615933909,7805.00680922092,4378.62230092638,10453.7746947216,4042.57456833855,5916.14231800294
ALDOC,22,31,5,17,21,15,14,29,29,745,751,375,1393,819,1405,248,516
FOXL1,1,0,0,0,0,0,0,1,0,1,0,44,468,66,106,144.838236395376,859.365704967129
WDFY3,7,12,12,8.70900849253037,29,4,11,21,10.01274229341,1984.30681856791,4156,2297.73298272227,3857,11388,14493.635756929,9891.78010140372,13235
DAAM1,52.3399363495168,63.3439612994888,53.0614815267636,91.7671252745445,63.27214704831,54.4383233962563,47,57,64.4774585961246,1420.88578778187,911.699594147669,671.963475380244,3067.97632028118,1267,1204.86719632349,1013.67831818235,630.867872621935
MAPKBP1,19.6605552173898,17.8872487418286,23.2059525164582,21.4119669481622,16.2201699123589,11.8834281403138,15.9507906828524,8.44965809168908,15.204093753988,6892.43535086277,9325.09812759709,6768.15568709051,9064.99306559558,5635.52798061014,2105.32235495217,1298.61576961692,1657.23828426126
PLCH1,4,2,1,4,4,0,2,1,1,7082,730,485,23,2921,4030,2322,1213
KLHDC10,31.8735086107319,42.513489713529,66.4151577383016,49.5743083592413,45.0422542535824,27.0904423825204,32.098776326504,41.6281898549632,25.894961215697,2329.65748078164,1561.38567684382,1629.5128848441,2922.83657740715,2417.78645062977,4176.53742366486,2329.70889035793,4333.93831024195
FOXE3,0,1,2,0,1,0,0,1,1,2,5,3,3,0,0,3,6
RAB21,113.819932164484,152.263775767024,152.712985407527,133.290816287278,138.263858972583,177.143029318896,162.447516424337,149.442935672379,131.782813347228,6214.09406569901,7250.12723806527,3973.28945348002,5091.07350406823,6316.09699571323,7191.1291783002,8872.36499839295,10330.5810001191
STK38L,9.35831280579574,23.9221635286218,6.78137200286408,8.92146430119485,17.6314996395601,11.4992283505808,6.16842951730125,8.28358442377065,2.15676105438231,847.014728549338,1233.37393615116,963.532183188163,1749.75439744051,1972.25070745115,822.82068914949,1691.63723981904,1952.9485040266
SPEN,174.411122145192,271.227682715041,516.077869766074,358.869439427863,186.034832396041,319.665553695229,258.37791432242,241.506269800392,156.837335219168,12276.7068159738,9534.25895797748,9281.41966948775,13442.2434575566,10251.2159522296,14070.8403956209,10474.5272381722,9753.51669508117
FBXO21,2,4.2489387459528,2,3,1,7,4,5,3,982.110145626363,1445.77412145232,732.354777650626,1640.58700627946,1718.0274110148,1556.27824195133,2059.53243541288,1592.31044688245
GOLGA8A,0,0,3.07267468055351,1.24962310699737e-08,4.88981844256459,0,4.05490818782641,0,2.45857963910004,11106.0855507603,1892.06149050787,1498.90549895714,5414.52058287263,1252.18179395207,12280.3599592128,12083.6466295326,2683.41271884922
GOLGA8B,0,0,3.07267468055351,1.24962310699737e-08,4.88981844256459,0,4.05490818782641,0,2.45857963910004,11106.0855507603,1892.06149050787,1498.90549895714,5414.52058287263,1252.18179395207,12280.3599592128,12083.6466295326,2683.41271884922
EXOSC7,53.1982432051646,67.6071282111922,66.2511393470327,76.3712715299945,60.5722440232632,49.8871602904393,42.9394305476779,53.7977959369768,39.1993085507107,1057.46456572451,682.517606556432,857.049189393826,1155.15132268744,895.097156665957,1970.87623517339,1083.37706965781,1247.24377330919
FAIM2,0,0,0,0,0,0,0,0,0,2,1,9,1,2,0,2,0
CNOT1,58.6967115961726,28.8048222112493,31.9405411931912,19.9061166753459,28.860548488362,34.4501166722836,19.2353450650468,29.4471400727596,25.3686117979936,21215.4895643612,13685.2854997841,18319.2782851113,28039.5910614731,26411.0750821823,33146.2971223503,16428.892653176,19701.4102667593
FOXJ1,0,0,0,0,1,0,0,0,0,4,2,16,9,5,9,9,2
SNRNP200,128.362658263534,94.907455678814,144.030638611155,101.795137516057,92.2750950640338,111.871386753539,108.311760361713,104.997204513991,59.063294082616,29879.0157824849,27803.6894182531,31268.4927256097,25776.5239792342,40029.1290359287,37507.5303612859,21855.7446403732,26259.5981620532
PALLD,126.688660537971,75.7823232997435,176.184066390602,211.756597143352,219.395303785705,36.4082595613486,130.62807428779,154.803277188415,143.78222795052,58.2208160970491,102.162799019207,47.8683553011993,72.7634412843141,66.3278092849443,135.062447085353,181.790644092333,75.8563794908216
TMCC1,10,1,2,7,5,0,4,0,5,703.905800418353,706.033838439932,898.608468923702,657.160230444839,1689.61946805235,1265.17225251353,1436.22558149304,1802.21749241872
PDZRN3,1,9,6,9,15,4,9,5,29,3,1,153,2,0,2,2,2
UNC13A,0,0,0,0,0,0,0,0.662496219439792,0,2,0,0,1,13.1596387874315,0,2,188.945644039829
MYO16,6.1878621760701,24.3553488362126,19.2889257216474,13.1975776668805,55.7431424263503,10.4262401884329,7.28164697808085,10.2656095703249,26.5818808394829,8.04410572306262,9.02065335377312,4.00792906689103,50.4827985879401,8.04411201292254,10.1076594184861,24.2344698736041,11.0475075337798
KDM1A,95.3976980493352,54.3216539208104,213.331602991196,77.436059313,69.2463076848481,55.4216685880564,60.7139435039382,73.2840418321466,94.3737895815206,9656.83626581613,7788.42641428997,8117.35072698502,10385.927790336,14182.0726103763,12836.5937671265,9974.56471851402,13212.9869943315
RBM34,8.60874572137234,5.26722689450524,17.0207718225012,13.0405892910307,6.65608933279401,10.2327970587797,4.095507178204,5.82651299656177,11.9405490034984,3014.89626296728,2945.26957519287,2281.28852864527,3297.24347876157,1603.62608867772,2874.30873849686,3862.60755660087,3922.99056922497
FOXC2,2,0,0,0,0,0,0,0,0,0,0,0,9,0,3,1,4
KDM4B,62.4123739476594,48.1925079474154,80.5108397857963,53.7758319304284,74.2754205780365,45.2198645206385,68.1136822525323,38.8940017592859,46.0520911676279,3496.8387234777,2556.41456493937,3963.77717242949,2549.16771033412,3736.69918377939,3523.30734789673,3204.43231442924,5141.80150502557
MAST3,42.6095264305543,55.7082357656504,67.9378061011985,74.6435965720961,46.9956149668955,31.6044730133898,83.6508575062819,43.0653985734736,47.2808943740105,1677.17693425761,1471.76327423803,1473.0546939301,1430.51030493375,3030.45230953908,2686.265611655,1736.42763145185,1489.57042381448
USP33,139.478314187207,82.9310754929473,142.778555835837,137.44709530011,121.717292100527,76.6459740429059,112.855249573753,155.654466899094,80.6457180852402,8038.45483130118,9362.11454771966,6607.97685507597,8092.62730384565,12893.6512904309,9207.95247908814,11641.8057118882,12493.1307153791
DOPEY1,74.9396503782139,79.6026115169149,108.368296451138,74.77332027441,98.0339901171719,71.7821031425275,80.7836773609633,67.4804258692487,87.5107115012819,1074.52073448755,733.101814635221,594.621717517877,1038.91527132286,1240.70527429815,632.128647873052,931.855625323461,540.966305252674
SAMD4A,34.5133949170955,27.9577816743987,53.3031928122606,24.0805563611832,25.3856301273389,20.3277876370186,41.3869545066393,36.5844433111694,21.4406578551912,1118.77691969961,2018.75023698113,1104.90457307971,1018.1405574814,147.282282822859,378.178277348704,459.846630827152,254.14540590752
PHLPP2,62.6124222868265,84.0537507202712,75.7159084198782,68.7775224997579,83.6302616639002,95.9637990318212,80.8257948099424,68.4711090432579,48.4895561515293,1515.11734710829,2046.17646859267,1410.02466535975,1657.6120638784,2945.76625208907,2244.82794393467,2562.26874670223,1830.21864209126
ZNF292,202.927548395916,274.665600983792,364.483258506042,292.724111727172,335.013477616925,291.394762457737,342.303707223367,335.096696964896,225.964801455275,15362.8984412099,16390.2054707854,13365.3116399556,16968.1262901793,15173.2058325275,10744.1128156254,24029.2766336452,20015.9002183824
PDZD2,186.577851537141,108.197544394133,347.572443800822,241.993720650503,268.379519909044,71.5260421557489,191.634172439451,187.312470827784,180.370391720296,37.3738524965427,22.1993128721974,17.1724766797611,30.3255408154172,18.2385124102398,53.386321471425,106.801090312629,53.1199557091882
WDTC1,21.042507852724,24.3960660686444,17,11.3032121608216,9.06852735453017,23.3217652573668,14.0147641435095,12.0489239237005,10.1632024408877,4790.76737735139,3278.46645932224,4060.80427940861,3805.74177985214,6457.32844937011,4971.12224794319,2178.56001730113,4504.38108303056
XPO7,16,2,5,8,24,3,0,4,25,8167,4735,4599,10531,4985,5927,10817,7357
FOXE1,5,9,12,7,6,5,11,7,3,0,0,0,1,0,0,0,0
MYT1L,110.690011526337,128.274990714624,99.5564294356827,149.603211112929,158.97106625894,106.932950771242,126.813853143921,146.875830757883,83.1479522117139,252.857077892036,270.443595499384,81.7511381058881,308.72866677176,129.41969430709,253.949122228029,196.68512997702,104.178613780098
MON2,20.2747275687969,31.9121738037131,31.1192259295173,30.2580453076641,37.7843190024089,32.1043412298343,28.233440054012,43.5503989041812,17.8756724443689,6945.67586222087,4999.7387701392,5023.17241451665,7362.48581319259,6826.2699474079,6531.27187942901,6342.7090428793,7473.24335398479
PDXDC1,533.477992686442,497.065878786059,973.19281212252,838.218608963227,562.59698873803,821.562826309431,1036.32779286124,816.310550210581,742.645569105109,5707.2456252212,8099.96859792671,5995.09575024324,3832.48274558583,7729.34349585577,7456.77898617162,5008.7477532058,5591.78883761109
TNIK,0,0,2,0,0,2,1,0,0,213.767917533763,568.301430694677,340.740245724868,192,381.333414995897,1272.69262672625,2374.6789892227,737.014621207852
KIF21B,14.005979008409,15.5873120745249,7.61047948700497,11.0541829875832,15.2246806620409,9.99951559887866,24.7466554530911,12.0094879551626,12.2907792591871,1794.88625684213,2406.89024155517,1332.17701636613,1887.6863031696,3287.55911468876,4247.46698769809,3255.82950222644,2930.24242609927
PDS5B,29.236209793221,11.4704056157908,31.1249940902773,16.2211104306846,25.8072370742904,20.4304117910388,39.1953134208806,23.4828236332445,23.852569179941,7780.7116476612,5903.24004703845,5888.81964358318,11432.2310758007,8013.14035875622,10154.4017467167,7235.36570357166,8948.37319405799
FNBP1,40.0565524711348,13.0787775134064,24.9196317921242,35.7086501022748,12.0090406745887,15.2515178117874,19.6724033864413,36.7211125525051,21.4698475888029,13934.9826758596,8475.31116694205,14209.9982646117,15525.3682439493,10074.6319988147,7144.78476248628,6825.13779442439,11434.7198089529
SMG1,202.583037332642,191.496277114351,177.39534190552,182.893043435684,154.737681661985,277.604200524505,236.606144982919,189.771445403423,122.729378174524,34166.0345366011,37086.4881646043,28356.3722997244,46070.9771103282,34023.828444934,36227.4062831966,32703.8833600627,21431.9258540641
FOXM1,140.252140658087,150.838954944607,288.854869574104,187.656660395783,330.286947300528,129.55425913349,218.499835223593,213.23899710616,129.542261227232,2094.48291593653,506.332233824798,3137.80078518277,2219.23650529956,3948.4821611481,4498.01815851249,598.811842835542,1703.13400307847
ZHX3,68.7738922100192,228.206756986506,435.924858845991,266.868036642654,353.542809326792,106.158841849652,295.180390386175,313.817198347891,209.91061138769,1142.17071448073,2083.09267368857,969.196690015586,1502.75479991582,1796.57550154455,2303.94424183931,1440.26540010838,1857.62484316819
ENDOD1,2,0,3,1,1,1,0,0,3,743,3077,1328,3852,1331,1059,868,397
ZSWIM8,350.894394766802,308.066777217959,420.163479262899,307.474558293981,345.301245741726,468.079144452367,413.917607281921,363.939196885721,170.156639389579,6694.13747409967,5187.96544539558,5293.10172185,3548.4684517752,9071.03856823925,7472.14510453618,3676.04949821241,5754.54315008255
NCOA6,44.5995023641072,44.3046867517926,65.3967977475574,39.7760760952258,56.2772174195796,37.2298323602223,63.2920782019742,48.8835437091538,56.1452342242028,2773.29786308209,2770.42197756372,2651.71869151804,4233.40074368866,3983.54520389706,4640.3442779368,3195.55252871969,2921.79998713901
NMNAT2,11.1010872326081,13.6942851061563,26.0892106362221,18.4426983618253,14.3028624662412,12.6570369542454,40.9169539097196,31.1895719881956,10.2113750193572,11.5310112276338,25.809325898244,14.5208409283697,27.6877472559467,22.1112948380416,38.1698043080831,36.3050600236108,19.962397452194
CLUAP1,234.996895230064,88.5804590300071,139.220511712523,84.557282869057,112.044354683213,86.8915547933433,207.413915849806,149.94743736689,92.8544215252572,1137.26137506099,470.260561772334,892.285258333622,1244.82170179618,618.163532886505,946.189456714271,488.496207548192,742.272476268228
FOXD2,1,4,3,1,3,0,0,1,3,0,2,9,6,8,14,6,8
